# time[BJD] normflux normfluxerr
2458229.526676 1.008829 0.005193
2458229.527340 1.014905 0.005229
2458229.528002 1.022724 0.005277
2458229.528664 1.019575 0.005240
2458229.529328 1.022098 0.005252
2458229.529989 1.022546 0.005262
2458229.530748 1.014509 0.005217
2458229.531408 1.022794 0.005279
2458229.532071 1.019551 0.005266
2458229.532734 1.022216 0.005296
2458229.533394 1.025832 0.005312
2458229.534151 1.025315 0.005301
2458229.534815 1.031041 0.005322
2458229.535477 1.019822 0.005253
2458229.536139 1.023464 0.005263
2458229.536803 1.022714 0.005248
2458229.537467 1.027187 0.005261
2458229.538128 1.028513 0.005258
2458229.538790 1.024243 0.005245
2458229.539463 1.018624 0.005206
2458229.540125 1.024750 0.005242
2458229.540784 1.021956 0.005232
2458229.541446 1.020962 0.005229
2458229.542099 1.025537 0.005253
2458229.542761 1.029057 0.005275
2458229.543425 1.029462 0.005281
2458229.544089 1.025683 0.005260
2458229.544750 1.024513 0.005253
2458229.545411 1.032956 0.005294
2458229.546071 1.027536 0.005246
2458229.546732 1.032482 0.005245
2458229.547393 1.025892 0.005207
2458229.548056 1.031620 0.005244
2458229.548719 1.026611 0.005199
2458229.549381 1.025877 0.005221
2458229.550045 1.024704 0.005210
2458229.550708 1.033228 0.005267
2458229.551371 1.028657 0.005243
2458229.552033 1.031590 0.005256
2458229.552694 1.037827 0.005292
2458229.553356 1.029155 0.005252
2458229.554019 1.026139 0.005248
2458229.554676 1.029051 0.005283
2458229.555339 1.028536 0.005280
2458229.556002 1.025724 0.005267
2458229.556664 1.028632 0.005284
2458229.557326 1.027932 0.005267
2458229.557992 1.024828 0.005240
2458229.558655 1.028698 0.005254
2458229.559318 1.026920 0.005241
2458229.559979 1.027322 0.005241
2458229.560641 1.026277 0.005237
2458229.561307 1.027141 0.005235
2458229.561970 1.029174 0.005231
2458229.562633 1.025251 0.005207
2458229.563295 1.029911 0.005230
2458229.563958 1.023835 0.005212
2458229.564618 1.028928 0.005242
2458229.565280 1.023005 0.005214
2458229.565942 1.028176 0.005243
2458229.566603 1.028282 0.005254
2458229.567268 1.036533 0.005290
2458229.567931 1.024710 0.005254
2458229.568593 1.030627 0.005253
2458229.569256 1.029925 0.005223
2458229.569918 1.023383 0.005189
2458229.570580 1.027159 0.005249
2458229.571241 1.025102 0.005249
2458229.571906 1.026395 0.005247
2458229.572570 1.023509 0.005223
2458229.573232 1.021907 0.005222
2458229.573902 1.027710 0.005282
2458229.574564 1.024662 0.005281
2458229.575225 1.019016 0.005245
2458229.575908 1.029195 0.005286
2458229.576570 1.030061 0.005287
2458229.577233 1.022146 0.005254
2458229.577894 1.022351 0.005276
2458229.578559 1.025861 0.005287
2458229.579222 1.025190 0.005274
2458229.579983 1.023828 0.005259
2458229.580646 1.021882 0.005269
2458229.581309 1.020980 0.005298
2458229.581971 1.025100 0.005325
2458229.582633 1.021886 0.005321
2458229.583294 1.019246 0.005333
2458229.583958 1.029394 0.005413
2458229.584620 1.020258 0.005354
2458229.585277 1.019291 0.005345
2458229.585941 1.016919 0.005337
2458229.586603 1.030904 0.005402
2458229.587265 1.023923 0.005351
2458229.587928 1.026842 0.005373
2458229.588590 1.017016 0.005327
2458229.589256 1.024854 0.005377
2458229.589944 1.020474 0.005359
2458229.590610 1.021681 0.005380
2458229.591273 1.016118 0.005355
2458229.591936 1.017778 0.005362
2458229.592600 1.023827 0.005391
2458229.593263 1.022428 0.005382
2458229.593926 1.021524 0.005365
2458229.594586 1.019897 0.005360
2458229.595239 1.022429 0.005388
2458229.595903 1.012602 0.005341
2458229.596566 1.018564 0.005385
2458229.597228 1.008928 0.005350
2458229.597891 1.013647 0.005356
2458229.598554 1.017113 0.005358
2458229.599219 1.016447 0.005370
2458229.599880 1.014109 0.005378
2458229.600542 1.013915 0.005368
2458229.601207 1.013371 0.005332
2458229.601869 1.008084 0.005335
2458229.602534 1.012374 0.005365
2458229.603209 1.012139 0.005357
2458229.603872 1.008279 0.005326
2458229.604536 1.010882 0.005356
2458229.605294 1.014545 0.005385
2458229.605957 1.006909 0.005347
2458229.606618 1.009362 0.005372
2458229.607283 1.006687 0.005391
2458229.607946 0.996784 0.005349
2458229.608609 0.994140 0.005345
2458229.609272 1.001558 0.005369
2458229.609933 1.002158 0.005348
2458229.610596 1.010883 0.005376
2458229.611261 0.998955 0.005357
2458229.611922 1.006953 0.005412
2458229.612574 1.002643 0.005333
2458229.613236 1.011159 0.005365
2458229.613901 1.002744 0.005390
2458229.614563 0.997335 0.005362
2458229.615226 0.995466 0.005333
2458229.615889 1.004108 0.005364
2458229.616549 0.996811 0.005347
2458229.617214 0.996594 0.005393
2458229.617875 0.998999 0.005373
2458229.618538 1.001409 0.005397
2458229.619201 1.003112 0.005442
2458229.619864 0.999328 0.005405
2458229.620523 1.004361 0.005400
2458229.621188 1.001762 0.005390
2458229.621852 0.998670 0.005348
2458229.622515 1.001044 0.005345
2458229.623176 0.996524 0.005304
2458229.623838 0.996605 0.005306
2458229.624501 0.996585 0.005297
2458229.625165 0.997077 0.005304
2458229.625827 0.988420 0.005280
2458229.626489 1.000371 0.005365
2458229.627150 0.995688 0.005321
2458229.627813 0.990516 0.005300
2458229.628476 0.992064 0.005318
2458229.629139 0.998455 0.005328
2458229.629800 0.995199 0.005315
2458229.630464 0.997809 0.005308
2458229.631127 0.989732 0.005296
2458229.631788 0.994491 0.005286
2458229.632448 1.000767 0.005293
2458229.633100 0.986695 0.005241
2458229.633762 0.996608 0.005305
2458229.634427 0.992697 0.005289
2458229.635095 0.992197 0.005297
2458229.635858 0.997642 0.005295
2458229.636521 0.988982 0.005191
2458229.637182 0.997527 0.005248
2458229.637844 0.987628 0.005191
2458229.638507 0.996205 0.005272
2458229.639168 0.994295 0.005256
2458229.639842 0.993958 0.005228
2458229.640502 0.999467 0.005259
2458229.641165 0.995730 0.005209
2458229.641826 0.989039 0.005166
2458229.642491 0.991882 0.005165
2458229.643148 0.995584 0.005212
2458229.643809 0.989597 0.005158
2458229.644472 0.993451 0.005198
2458229.645138 0.989251 0.005190
2458229.645804 0.997401 0.005199
2458229.646466 0.995044 0.005202
2458229.647127 0.989687 0.005183
2458229.647791 0.992571 0.005190
2458229.648453 0.982540 0.005176
2458229.649117 0.996627 0.005246
2458229.649791 0.994049 0.005249
2458229.650453 0.996699 0.005262
2458229.651116 0.996375 0.005292
2458229.651781 0.992448 0.005217
2458229.652446 0.994913 0.005201
2458229.653111 0.988459 0.005162
2458229.653774 0.982282 0.005156
2458229.654436 0.978694 0.005227
2458229.655092 0.995557 0.005304
2458229.655754 0.975708 0.005170
2458229.656417 0.994625 0.005191
2458229.657078 0.993351 0.005193
2458229.657740 0.988423 0.005203
2458229.658403 0.986097 0.005185
2458229.659066 0.995152 0.005235
2458229.659730 0.995636 0.005230
2458229.660392 0.990618 0.005196
2458229.661055 0.994980 0.005235
2458229.661716 0.994633 0.005243
2458229.662380 0.996919 0.005243
2458229.663043 0.993560 0.005238
2458229.663704 0.996078 0.005263
2458229.664366 0.992574 0.005277
2458229.665022 0.984271 0.005288
2458229.665686 0.991673 0.005360
2458229.666349 1.029861 0.005603
2458229.667013 0.987297 0.005373
2458229.667675 0.990560 0.005364
2458229.668327 1.001450 0.005431
2458229.668987 0.983827 0.005287
2458229.669648 0.973864 0.005275
2458229.670310 0.986796 0.005327
2458229.670971 0.975935 0.005277
2458229.671621 0.988131 0.005345
2458229.672283 0.995828 0.005412
2458229.672936 0.998344 0.005422
2458229.673597 0.989918 0.005368
2458229.674259 0.980990 0.005324
2458229.674921 0.992846 0.005405
2458229.675572 0.985005 0.005407
2458229.676233 0.983733 0.005410
2458229.676896 0.997965 0.005498
2458229.677559 1.040671 0.005716
2458229.678221 1.011670 0.005592
2458229.678884 0.998397 0.005532
2458229.679548 1.005960 0.005596
2458229.680212 0.992942 0.005517
2458229.680873 0.994243 0.005512
2458229.681536 0.995188 0.005508
2458229.682197 0.987670 0.005477
2458229.682862 0.988868 0.005511
2458229.683525 0.998077 0.005557
2458229.684186 0.990956 0.005514
2458229.684847 0.993761 0.005545
2458229.685626 0.980119 0.005489
2458229.686283 0.994011 0.005575
2458229.686947 1.004416 0.005638
2458229.687609 0.986237 0.005549
2458229.688271 0.998461 0.005653
2458229.689020 1.005024 0.005714
2458229.689685 0.992296 0.005670
2458229.690346 0.990641 0.005674
2458229.691007 0.991117 0.005589
2458229.691659 0.999619 0.005594
2458229.692418 0.980404 0.005511
2458229.693078 0.984903 0.005564
2458229.693741 0.982072 0.005584
2458229.694403 0.984169 0.005617
2458229.695056 0.980376 0.005622
2458229.695814 0.995262 0.005726
2458229.696477 0.996112 0.005747
2458229.697143 0.987608 0.005722
2458229.697805 0.983299 0.005721
2458229.698469 0.982857 0.005731
2458229.699133 0.983858 0.005769
2458229.699793 0.982698 0.005769
2458229.700572 0.990934 0.005834
2458229.701235 0.986902 0.005839
2458229.701899 0.978819 0.005821
2458229.702560 0.987333 0.005886
2458229.703221 1.108877 0.006628
2458229.703883 0.991271 0.005956
2458229.704545 0.936938 0.005609
2458229.705209 0.986839 0.005993
2458229.705874 0.987589 0.006085
2458229.706537 1.004511 0.006221
2458229.707201 0.997990 0.006215
2458229.707864 0.990625 0.006212
2458229.708526 0.990824 0.006252
2458229.709187 0.969749 0.006158
2458229.709840 0.997748 0.006378
2458229.710502 0.976710 0.006263
2458229.711163 1.048488 0.006748
2458229.711820 0.972474 0.006292
2458229.712481 0.969594 0.006305
2458229.713142 0.945884 0.006184
2458229.713803 0.975676 0.006397
2458229.714469 0.948857 0.006251
2458229.715131 0.941908 0.006246
2458229.715793 0.918974 0.006117
2458229.716455 0.945900 0.006324
2458229.717117 0.918462 0.006183
2458229.717776 0.943822 0.006163
2458230.467653 1.015076 0.011128
2458230.468338 1.015751 0.010392
2458230.469002 1.016521 0.009749
2458230.469775 1.017336 0.009096
2458230.470539 1.005865 0.008433
2458230.471224 1.009703 0.008042
2458230.471887 1.015611 0.007750
2458230.472574 1.008892 0.007368
2458230.473289 1.004452 0.007122
2458230.474086 0.999362 0.008870
2458230.474763 0.994553 0.008714
2458230.475431 0.998431 0.007056
2458230.476100 1.001375 0.006885
2458230.476801 0.999450 0.006530
2458230.477575 1.009549 0.006393
2458230.478237 1.001537 0.006223
2458230.479017 0.998108 0.006100
2458230.479671 0.999178 0.006076
2458230.480331 1.008516 0.006115
2458230.480996 0.992975 0.005999
2458230.481765 0.997413 0.006017
2458230.482437 0.994657 0.006055
2458230.483100 0.993382 0.006946
2458230.483770 0.997441 0.006625
2458230.484428 1.000571 0.006576
2458230.485196 0.997552 0.006273
2458230.485843 0.988872 0.006074
2458230.486511 0.992608 0.005958
2458230.487196 1.000808 0.005957
2458230.487868 0.997551 0.005934
2458230.488594 0.991873 0.005883
2458230.489264 0.994023 0.005893
2458230.489971 0.996592 0.005901
2458230.490629 0.995080 0.005885
2458230.491426 0.999444 0.005902
2458230.492089 0.989854 0.005829
2458230.492748 0.993127 0.005865
2458230.493432 1.001179 0.005913
2458230.494342 1.002935 0.005903
2458230.495005 0.993629 0.005820
2458230.495666 1.000612 0.005834
2458230.496333 0.993818 0.005794
2458230.497105 0.999775 0.005830
2458230.497763 0.995938 0.005810
2458230.498425 0.997393 0.005817
2458230.499082 0.993679 0.005806
2458230.499740 0.995478 0.005840
2458230.500496 0.999421 0.005859
2458230.501159 0.996966 0.005826
2458230.501821 1.002857 0.005849
2458230.502482 0.990888 0.005768
2458230.503144 0.996369 0.005791
2458230.503809 0.994962 0.005779
2458230.504564 0.999964 0.005804
2458230.505228 0.992514 0.005736
2458230.505890 0.995128 0.005734
2458230.506553 1.003948 0.005772
2458230.507216 0.997623 0.005734
2458230.507879 1.000154 0.005749
2458230.508541 1.000132 0.005738
2458230.509202 0.988614 0.005666
2458230.509866 0.999120 0.005722
2458230.510528 0.998935 0.005732
2458230.511191 0.999232 0.005738
2458230.511856 0.997888 0.005723
2458230.512516 0.994156 0.005691
2458230.513173 0.997671 0.005715
2458230.513835 0.991004 0.005688
2458230.514497 0.995518 0.005720
2458230.515160 0.996086 0.005719
2458230.515823 0.995126 0.005712
2458230.516485 0.994146 0.005703
2458230.517149 0.999606 0.005740
2458230.517810 0.997928 0.005740
2458230.518470 0.992033 0.005728
2458230.519134 0.998570 0.005787
2458230.519795 0.997903 0.005785
2458230.520554 0.997239 0.005781
2458230.521217 1.002794 0.005813
2458230.521879 1.036984 0.006010
2458230.522541 1.005470 0.005832
2458230.523203 0.998747 0.005797
2458230.523870 0.997537 0.005781
2458230.524532 0.999003 0.005772
2458230.525195 0.996974 0.005756
2458230.525861 0.996257 0.005752
2458230.526521 0.991222 0.005732
2458230.527181 0.999576 0.005800
2458230.527840 0.989111 0.005746
2458230.528495 0.998696 0.005805
2458230.529156 0.996038 0.005785
2458230.529818 0.991020 0.005826
2458230.530486 0.992418 0.005791
2458230.531147 1.033685 0.006000
2458230.531808 0.994410 0.005781
2458230.532471 0.990606 0.005773
2458230.533134 0.988529 0.005771
2458230.533797 0.992261 0.005782
2458230.534457 0.998811 0.005813
2458230.535118 0.996783 0.005788
2458230.535781 0.996088 0.005767
2458230.536441 0.997032 0.005771
2458230.537104 0.992916 0.005750
2458230.537767 0.998222 0.005791
2458230.538428 0.990428 0.005740
2458230.539088 0.995912 0.005768
2458230.539750 1.002500 0.005822
2458230.540414 0.990299 0.005751
2458230.541079 0.995829 0.005766
2458230.541741 0.993902 0.005749
2458230.542403 0.989257 0.005736
2458230.543164 0.993289 0.005771
2458230.543826 0.991662 0.005764
2458230.544484 0.992574 0.005775
2458230.545147 0.992947 0.005768
2458230.545810 0.989346 0.005742
2458230.546566 1.000036 0.005796
2458230.547228 0.996879 0.005764
2458230.547890 0.995959 0.005760
2458230.548551 0.993456 0.005760
2458230.549213 0.991600 0.005754
2458230.549874 0.998642 0.005802
2458230.550535 0.994690 0.005778
2458230.551197 0.993489 0.005770
2458230.551858 0.997731 0.005809
2458230.552522 0.992558 0.005783
2458230.553183 0.990692 0.005766
2458230.553835 0.996183 0.005795
2458230.554497 0.998979 0.005820
2458230.555163 0.994382 0.005791
2458230.555828 0.993029 0.005769
2458230.556492 0.996482 0.005773
2458230.557156 0.991394 0.005740
2458230.557818 1.001684 0.005812
2458230.558479 0.996363 0.005797
2458230.559262 0.997062 0.005802
2458230.559924 1.001729 0.005835
2458230.560586 0.995405 0.005802
2458230.561248 0.995377 0.005812
2458230.562006 1.000111 0.005840
2458230.562667 1.002160 0.005857
2458230.563320 0.992815 0.005809
2458230.563981 1.000490 0.005858
2458230.564641 1.007269 0.005889
2458230.565304 0.999459 0.005834
2458230.565957 1.004092 0.005853
2458230.566621 0.994281 0.005792
2458230.567284 0.999940 0.005827
2458230.567946 1.003859 0.005867
2458230.568608 1.003458 0.005872
2458230.569272 1.007325 0.005890
2458230.569932 1.003419 0.005859
2458230.570595 1.007390 0.005882
2458230.571258 1.004742 0.005857
2458230.571921 1.000839 0.005837
2458230.572572 1.007065 0.005879
2458230.573233 1.004300 0.005873
2458230.573898 0.996169 0.005833
2458230.574561 1.009273 0.005907
2458230.575224 1.011277 0.005913
2458230.575886 1.008807 0.005896
2458230.576548 0.999811 0.005844
2458230.577213 1.012570 0.005924
2458230.577876 1.003009 0.005871
2458230.578537 1.006005 0.005889
2458230.579197 1.004207 0.005883
2458230.579857 1.008052 0.005916
2458230.580521 1.009762 0.005920
2458230.581183 1.019472 0.005985
2458230.581845 1.007783 0.005919
2458230.582506 1.015670 0.005973
2458230.583169 1.011524 0.005954
2458230.583830 1.015715 0.005974
2458230.584493 1.018033 0.005983
2458230.585155 1.034521 0.006088
2458230.585913 1.014292 0.005957
2458230.586579 1.015381 0.005958
2458230.587244 1.012727 0.005935
2458230.587906 1.013207 0.005951
2458230.588568 1.013822 0.005974
2458230.589229 1.014819 0.005997
2458230.589889 1.019128 0.006032
2458230.590552 1.013163 0.006000
2458230.591213 1.017478 0.006028
2458230.591876 1.028561 0.006091
2458230.592538 1.019547 0.006030
2458230.593204 1.019406 0.006028
2458230.593868 1.018764 0.006027
2458230.594529 1.012743 0.005999
2458230.595192 1.019195 0.006026
2458230.595967 1.022862 0.006033
2458230.596627 1.026339 0.006049
2458230.597279 1.017298 0.005992
2458230.597940 1.023810 0.006028
2458230.598601 1.018931 0.005999
2458230.599262 1.014964 0.005977
2458230.599924 1.022713 0.006018
2458230.600586 1.023637 0.006017
2458230.601249 1.024017 0.006031
2458230.601910 1.018590 0.006030
2458230.602572 1.024891 0.006079
2458230.603237 1.031454 0.006115
2458230.603903 1.019619 0.006040
2458230.604565 1.027297 0.006070
2458230.605226 1.028175 0.006069
2458230.605888 1.025763 0.006051
2458230.606550 1.028167 0.006080
2458230.607208 1.028827 0.006089
2458230.607871 1.021277 0.006058
2458230.608533 1.023470 0.006067
2458230.609294 1.026706 0.006085
2458230.609956 1.027824 0.006087
2458230.610620 1.023008 0.006067
2458230.611281 1.032790 0.006106
2458230.611944 1.025657 0.006055
2458230.612605 1.025990 0.006069
2458230.613269 1.028321 0.006101
2458230.613932 1.026074 0.006081
2458230.614587 1.028417 0.006092
2458230.615250 1.025309 0.006063
2458230.615914 1.024767 0.006061
2458230.616575 1.026271 0.006071
2458230.617239 1.026893 0.006063
2458230.617905 1.024259 0.006055
2458230.618567 1.019217 0.006031
2458230.619229 1.024832 0.006077
2458230.619893 1.022413 0.006057
2458230.620554 1.022048 0.006058
2458230.621214 1.021653 0.006080
2458230.621880 1.020257 0.006084
2458230.622540 1.026065 0.006121
2458230.623202 1.023293 0.006108
2458230.623964 1.019559 0.006080
2458230.624626 1.027953 0.006117
2458230.625291 1.020767 0.006070
2458230.625956 1.022637 0.006085
2458230.626619 1.030273 0.006127
2458230.627281 1.021174 0.006061
2458230.627944 1.025791 0.006062
2458230.628607 1.029553 0.006065
2458230.629340 1.026537 0.006044
2458230.630002 1.020860 0.006008
2458230.630665 1.023497 0.006009
2458230.631330 1.019080 0.005969
2458230.631991 1.029870 0.006019
2458230.632655 1.019467 0.005958
2458230.633319 1.024529 0.005987
2458230.633979 1.023337 0.005972
2458230.634644 1.020903 0.005959
2458230.635305 1.019724 0.005961
2458230.635966 1.017923 0.005959
2458230.636639 1.019332 0.005976
2458230.637301 1.016090 0.005962
2458230.637964 1.017057 0.005967
2458230.638626 1.016729 0.005959
2458230.639412 1.017342 0.005966
2458230.640168 1.016744 0.005952
2458230.640832 1.020823 0.005952
2458230.641493 1.015491 0.005901
2458230.642154 1.015980 0.005908
2458230.642819 1.019234 0.005928
2458230.643483 1.019420 0.005928
2458230.644145 1.019031 0.005930
2458230.644808 1.009605 0.005885
2458230.645469 1.018034 0.005929
2458230.646130 1.017307 0.005910
2458230.646794 1.014339 0.005830
2458230.647457 1.017506 0.005809
2458230.648214 1.011181 0.005781
2458230.648881 1.018485 0.005844
2458230.649543 1.018415 0.005851
2458230.650204 1.018137 0.005843
2458230.650867 1.018403 0.005851
2458230.651520 1.018402 0.005868
2458230.652178 1.014476 0.005869
2458230.652839 1.018530 0.005909
2458230.653500 1.017455 0.005895
2458230.654163 1.008338 0.005830
2458230.654827 1.013830 0.005856
2458230.655586 1.013553 0.005860
2458230.656248 1.001103 0.005803
2458230.656910 1.005953 0.005842
2458230.657573 1.005163 0.005837
2458230.658236 1.004886 0.005835
2458230.658898 1.010511 0.005880
2458230.659559 1.006950 0.005873
2458230.660220 1.004017 0.005858
2458230.660885 1.004889 0.005857
2458230.661548 1.001130 0.005845
2458230.662328 1.004534 0.005884
2458230.662991 1.005056 0.005899
2458230.663656 1.004046 0.005910
2458230.664318 1.000350 0.005910
2458230.665103 1.004005 0.005927
2458230.665764 1.004081 0.005822
2458230.666431 1.005186 0.005827
2458230.667095 1.003495 0.005833
2458230.667757 1.007871 0.005868
2458230.668419 0.996889 0.005805
2458230.669093 0.998175 0.005813
2458230.669752 0.996011 0.005794
2458230.670410 0.995083 0.005802
2458230.671074 0.991165 0.005794
2458230.671730 1.001142 0.005866
2458230.672393 0.998938 0.005860
2458230.673055 1.000486 0.005866
2458230.673717 0.998028 0.005854
2458230.674382 0.996573 0.005861
2458230.675043 0.998521 0.005881
2458230.675695 0.992142 0.005863
2458230.676357 0.996392 0.005913
2458230.677059 0.995141 0.005922
2458230.677842 0.995137 0.005932
2458230.678505 0.991926 0.005924
2458230.679165 0.993024 0.005928
2458230.679828 0.991383 0.005920
2458230.680494 0.990680 0.005929
2458230.681156 0.989183 0.005938
2458230.681817 0.987118 0.005949
2458230.682480 1.000480 0.006061
2458230.683142 0.987634 0.006023
2458230.683801 0.988049 0.006039
2458230.684462 0.994418 0.006081
2458230.685125 0.990329 0.006077
2458230.685786 0.987875 0.006091
2458230.686448 0.986350 0.006108
2458230.687205 0.984099 0.006112
2458230.687868 0.986926 0.006150
2458230.688521 0.998235 0.006057
2458230.689182 0.982118 0.005990
2458230.689846 0.994016 0.006083
2458230.690605 0.984676 0.006057
2458230.691270 0.986481 0.006094
2458230.691934 0.986973 0.006125
2458230.692596 0.981860 0.006133
2458230.693352 0.981146 0.006178
2458230.694015 0.984627 0.006238
2458230.694677 0.995556 0.006343
2458230.695341 0.985459 0.006304
2458230.696004 0.984456 0.006330
2458230.696666 0.982403 0.006350
2458230.697447 0.993460 0.006470
2458230.698110 0.988326 0.006482
2458230.698774 0.995660 0.006570
2458230.699436 0.980793 0.006511
2458230.700100 0.974951 0.006509
2458230.700762 0.990481 0.006658
2458230.701421 0.982543 0.006644
2458230.702177 0.982736 0.006680
2458230.702838 0.994737 0.006795
2458230.703501 0.978317 0.006727
2458230.704282 0.989849 0.006914
2458230.704942 0.979699 0.006874
2458230.705605 0.971095 0.006859
2458230.706266 0.981883 0.006983
2458230.706930 0.976581 0.006983
2458230.707592 0.984440 0.007077
2458230.708252 0.983018 0.007113
2458230.709012 0.984035 0.007176
2458230.709675 0.983101 0.007206
2458230.710339 0.984147 0.007248
2458230.711001 0.984012 0.007294
2458230.711665 0.978008 0.007302
2458230.712327 0.977412 0.007326
2458230.712987 0.981987 0.007381
2458230.713648 0.981385 0.007430
2458230.714311 0.971217 0.007403
2458230.714972 0.981322 0.007211
2458230.715728 0.994602 0.007355
2458230.716389 0.985757 0.007344
2458230.717041 0.977604 0.007330
2458230.717704 0.983713 0.007432
2458236.458189 0.984433 0.012586
2458236.458841 0.994658 0.011672
2458236.459498 0.993593 0.010717
2458236.460264 0.993967 0.009765
2458236.460920 0.996443 0.009064
2458236.461576 0.989049 0.008353
2458236.462230 0.992730 0.007812
2458236.462886 0.987882 0.007264
2458236.463540 0.983939 0.006780
2458236.464199 0.990202 0.006406
2458236.464851 0.983062 0.006017
2458236.465505 0.996777 0.005806
2458236.466278 0.995273 0.005506
2458236.467053 0.997364 0.005283
2458236.467712 1.002856 0.005147
2458236.468369 0.992759 0.004970
2458236.469027 0.995029 0.004885
2458236.469683 0.992855 0.004781
2458236.470341 0.995010 0.004718
2458236.470994 0.993304 0.004643
2458236.471653 0.995434 0.004605
2458236.472403 0.996444 0.004575
2458236.473053 1.000630 0.004564
2458236.473710 0.995930 0.004520
2458236.474463 0.989120 0.004465
2458236.475118 1.004855 0.004518
2458236.475772 0.991497 0.004442
2458236.476429 0.993800 0.004446
2458236.477088 0.997903 0.004464
2458236.477741 0.985883 0.004408
2458236.478397 0.989119 0.004429
2458236.479048 0.989372 0.004442
2458236.479799 0.990672 0.004456
2458236.480459 0.989544 0.004446
2458236.481113 0.993942 0.004451
2458236.481986 0.989797 0.004418
2458236.482649 0.990876 0.004423
2458236.483315 0.988091 0.004414
2458236.483978 0.995805 0.004446
2458236.484642 0.986616 0.004400
2458236.485303 0.991247 0.004425
2458236.485961 0.991479 0.004425
2458236.486622 0.992898 0.004429
2458236.487282 0.984076 0.004391
2458236.487941 0.995104 0.004436
2458236.488600 0.988678 0.004399
2458236.489259 0.988383 0.004397
2458236.489918 0.986387 0.004387
2458236.490577 0.990346 0.004402
2458236.491235 0.994128 0.004417
2458236.491895 0.993790 0.004422
2458236.492651 0.990512 0.004414
2458236.493309 0.996775 0.004434
2458236.493968 0.995142 0.004419
2458236.494627 0.999844 0.004438
2458236.495287 0.989092 0.004385
2458236.495947 0.994219 0.004405
2458236.496605 0.996440 0.004421
2458236.497264 0.995548 0.004414
2458236.497922 0.992229 0.004396
2458236.498582 0.989635 0.004382
2458236.499242 0.992858 0.004397
2458236.499900 0.992526 0.004388
2458236.500562 0.993446 0.004384
2458236.501221 0.997038 0.004394
2458236.501881 0.989227 0.004358
2458236.502640 0.985044 0.004332
2458236.503299 0.991148 0.004355
2458236.503960 0.997574 0.004379
2458236.504624 0.995793 0.004373
2458236.505286 0.991200 0.004354
2458236.505938 0.990205 0.004355
2458236.506600 0.991398 0.004354
2458236.507251 0.981219 0.004307
2458236.507914 0.988337 0.004335
2458236.508576 0.989525 0.004350
2458236.509238 1.001354 0.004404
2458236.509902 0.994889 0.004384
2458236.510564 0.993712 0.004384
2458236.511221 0.997424 0.004403
2458236.511883 0.999223 0.004418
2458236.512541 1.003861 0.004438
2458236.513203 0.998370 0.004414
2458236.513866 0.997583 0.004415
2458236.514527 0.998961 0.004420
2458236.515179 1.002521 0.004426
2458236.515842 1.000479 0.004396
2458236.516507 1.000769 0.004389
2458236.517168 0.999274 0.004376
2458236.517836 1.001801 0.004383
2458236.518500 1.013170 0.004430
2458236.519162 0.996170 0.004363
2458236.519824 1.006641 0.004419
2458236.520488 1.006282 0.004415
2458236.521138 1.001543 0.004394
2458236.521799 1.009610 0.004430
2458236.522463 1.009565 0.004427
2458236.523124 1.005698 0.004416
2458236.523787 1.003327 0.004401
2458236.524449 1.003100 0.004429
2458236.525114 1.013619 0.004471
2458236.525775 1.008954 0.004447
2458236.526437 1.002184 0.004415
2458236.527096 1.004373 0.004421
2458236.527758 1.012244 0.004453
2458236.528409 1.002400 0.004413
2458236.529165 1.007275 0.004434
2458236.529827 1.001702 0.004415
2458236.530493 1.006526 0.004435
2458236.531154 1.009801 0.004448
2458236.531817 1.011379 0.004450
2458236.532477 1.008973 0.004445
2458236.533140 1.008041 0.004439
2458236.533803 1.012366 0.004455
2458236.534467 1.013902 0.004460
2458236.535126 1.013939 0.004457
2458236.535887 1.019073 0.004501
2458236.536550 1.023077 0.004511
2458236.537331 1.014092 0.004451
2458236.537992 1.024862 0.004502
2458236.538657 1.017164 0.004473
2458236.539319 1.021826 0.004481
2458236.539982 1.018887 0.004485
2458236.540646 1.016206 0.004484
2458236.541307 1.016946 0.004505
2458236.541971 1.013367 0.004521
2458236.542634 1.024017 0.004586
2458236.543297 1.022529 0.004569
2458236.543961 1.023897 0.004581
2458236.544622 1.009579 0.004530
2458236.545284 1.023626 0.004606
2458236.545947 1.012006 0.004566
2458236.546608 1.023361 0.004616
2458236.547270 1.023351 0.004617
2458236.547933 1.022868 0.004644
2458236.548595 1.022464 0.004649
2458236.549260 1.024266 0.004665
2458236.549923 1.023343 0.004661
2458236.550585 1.025747 0.004682
2458236.551238 1.016080 0.004655
2458236.551901 1.020015 0.004685
2458236.552561 1.031859 0.004742
2458236.553225 1.031041 0.004745
2458236.553887 1.026025 0.004732
2458236.554550 1.032342 0.004786
2458236.555213 1.026278 0.004778
2458236.555877 1.027670 0.004797
2458236.556528 1.027388 0.004801
2458236.557192 1.025022 0.004801
2458236.557855 1.030696 0.004836
2458236.558517 1.023670 0.004834
2458236.559180 1.021319 0.004817
2458236.559843 1.020761 0.004810
2458236.560505 1.019204 0.004797
2458236.561168 1.029082 0.004870
2458236.561830 1.027059 0.004895
2458236.562493 1.030094 0.004899
2458236.563160 1.039194 0.004927
2458236.563917 1.036925 0.004916
2458236.564581 1.032604 0.004900
2458236.565243 1.029773 0.004879
2458236.565907 1.029299 0.004878
