TESSID,RA,dec
29830580,66.450017,-66.262168
29830830,66.471067,-66.900092
29831208,66.582540,-67.806494
29832209,66.441037,-69.993684
29832225,66.490844,-70.034676
29832530,66.667011,-70.754134
29832604,66.555798,-70.920687
29832730,66.710841,-71.204621
29833504,66.990197,-70.934599
29833948,66.944563,-70.059197
29834427,66.777521,-69.055381
29834926,66.929363,-67.998484
29834988,67.021250,-67.876048
29835001,66.906446,-67.829796
29835336,66.904150,-66.941084
29835352,66.906563,-66.908115
29835397,66.978304,-66.803577
29835586,66.969739,-66.293802
29835703,66.877925,-65.906805
29924856,72.867369,-71.665423
29925638,72.709953,-70.948523
29925818,72.830297,-70.815449
29926262,72.758418,-70.490714
29926633,72.890980,-70.244244
29983149,72.834252,-69.804728
299833015,59.791083,-71.920356
299833067,60.223316,-72.093048
299833107,59.938847,-72.203966
299833266,60.204031,-72.612540
299833431,60.291339,-73.094943
29983665,72.751525,-69.575991
29984014,72.732736,-69.431251
29984261,72.856479,-69.362948
29986329,72.771311,-68.513380
29986808,72.912034,-68.270626
29987134,72.836550,-68.069653
29987437,72.897803,-67.870062
29988850,72.949132,-66.846455
29989691,72.793598,-65.975341
299897992,105.924217,-66.395480
299898131,106.046017,-66.614745
299898298,105.946603,-66.901667
299898372,105.813470,-67.018003
299898581,105.898361,-67.392005
299899313,106.043825,-68.570557
299899403,106.080150,-68.722113
299899690,106.072135,-69.268402
299899924,106.010290,-69.687013
299900055,106.013086,-69.934284
299900413,105.918325,-70.642900
299900425,106.012645,-70.659555
299901027,105.942553,-71.799657
299901449,106.404864,-71.272271
29990592,73.079587,-66.731479
29991309,73.159518,-67.149547
299939104,106.326180,-70.330567
299940268,106.390995,-68.392846
299940359,106.146279,-68.248544
299940906,106.199855,-67.325620
299942630,106.697617,-67.016229
299942685,106.503830,-67.118485
299942954,106.421998,-67.515321
299943748,106.559641,-68.837581
299943844,106.516925,-69.008679
299943923,106.405216,-69.119192
299943935,106.522633,-69.144601
299944354,106.695472,-69.771506
299944877,106.666188,-70.681613
299945072,106.550067,-71.049286
299945285,106.664859,-71.446752
299945796,106.757305,-71.538841
299945808,106.761977,-71.523553
300009621,106.864632,-70.050274
300010961,106.945696,-67.936862
300011200,106.833014,-67.562648
300011284,106.735068,-67.420614
300011294,106.867333,-67.407317
300011941,106.913374,-66.406624
300012851,107.180793,-66.715788
300013123,107.217838,-67.108729
300013489,107.009062,-67.663764
300013921,107.133956,-68.368887
300014002,107.141036,-68.486713
300015056,107.106871,-70.152480
300015238,107.176609,-70.497114
300015239,107.186932,-70.498923
300033194,107.408091,-71.841186
300033249,107.551935,-71.719322
300033290,107.427633,-71.633281
300033383,107.304404,-71.461914
300033550,107.545500,-71.125396
300033585,107.345714,-71.076558
300033707,107.519258,-70.906681
300033857,107.449690,-70.674015
300033922,107.438812,-70.563728
300034351,107.529864,-69.765406
300034496,107.422467,-69.541241
300034670,107.544527,-69.275984
300035305,107.555063,-68.304929
300035308,107.416163,-68.300812
300035368,107.428064,-68.219367
300035756,107.529919,-67.673719
300035977,107.520033,-67.350554
300036180,107.572642,-66.998260
300036391,107.471835,-66.688144
300037002,107.885790,-66.019830
300037209,107.727933,-66.324522
300037384,107.789478,-66.546856
300037819,107.832168,-67.122758
300037893,107.723196,-67.224063
300038122,107.626960,-67.543549
300038390,107.748889,-67.961374
300038884,107.878856,-68.756387
300038935,107.843696,-68.833491
300039094,107.713278,-69.077764
300039099,107.698870,-69.084426
300039564,107.662729,-69.841331
300039724,107.820470,-70.119441
300039874,107.608860,-70.348815
300085050,107.842457,-70.772871
300085321,107.637720,-71.242774
300085356,107.812853,-71.308870
300085625,107.684696,-71.781972
300086579,108.063549,-70.465285
300086597,108.103197,-70.437423
300086670,107.965015,-70.304431
300087526,108.134671,-69.010287
300088321,108.073472,-67.782746
300088803,108.038495,-67.112367
300088816,108.019600,-67.100365
300089148,107.941730,-66.658982
300089241,108.001991,-66.525371
300089512,108.150239,-66.224456
300090163,108.302205,-66.427226
300090645,108.288188,-67.087485
300091147,108.255498,-67.789662
300091340,108.356797,-68.084785
300091753,108.276368,-68.666337
300136031,108.351304,-69.519272
300136074,108.472992,-69.578681
300136240,108.310234,-69.838545
300136653,108.378900,-70.533475
300136862,108.282676,-70.880055
300137488,108.422314,-71.893886
300137648,108.609079,-71.677170
300137988,108.615373,-71.044107
300138080,108.642747,-70.872888
300138689,108.574839,-69.867213
300139323,108.696757,-68.867603
300139645,108.543642,-68.387203
300139852,108.734930,-68.071108
300140148,108.693272,-67.619061
300140870,108.717563,-66.538744
300141025,108.742242,-66.323516
300141906,109.037317,-66.692536
300141992,109.058013,-66.805815
300142103,108.854159,-66.960153
300157969,108.895779,-68.306358
300158046,108.885996,-68.419157
300158108,108.792120,-68.498523
300158207,109.019070,-68.643861
300158616,108.825525,-69.272763
300159082,109.000415,-70.034461
300159098,108.984727,-70.055670
300159301,108.819077,-70.418228
300159369,108.968094,-70.535633
300159577,109.063956,-70.864499
300159675,108.999866,-71.053498
300160320,109.239591,-71.749639
300160400,109.235885,-71.615168
300160631,109.370226,-71.205780
300160685,109.360111,-71.105762
300161002,109.306888,-70.612810
300161053,109.152653,-70.495798
300161962,109.109292,-69.049408
300162674,109.207600,-67.957152
300162713,109.318722,-67.896601
300163348,109.240554,-67.009006
300163456,109.304860,-66.868126
300163917,109.150729,-66.277198
300163934,109.273645,-66.244294
300164042,109.322307,-66.078636
300164495,109.403580,-66.418687
300164609,109.386045,-66.575753
300164610,109.385826,-66.576830
300238965,109.545002,-67.652791
300239936,109.542539,-69.072353
300241503,109.490611,-71.546394
300241864,109.937456,-71.664416
300241889,109.767504,-71.630597
300242150,109.700573,-71.199174
300242305,109.953911,-70.937015
300242735,109.874415,-70.208440
300242943,109.942251,-69.831099
300242972,109.960104,-69.782136
300243238,109.852945,-69.390295
300243406,109.682455,-69.119942
300243592,109.734566,-68.832234
300243718,109.701797,-68.634019
300243913,109.845940,-68.363563
300243981,109.874316,-68.277265
300244204,109.953470,-67.980751
300244561,109.957163,-67.492619
300244634,109.814865,-67.383277
300244770,109.811013,-67.187562
300245170,109.836005,-66.675594
300286951,109.693235,-66.024505
300287074,110.088837,-65.992120
300287147,110.099271,-66.072366
300287161,110.005448,-66.091155
300287327,110.254961,-66.298573
300287949,110.070411,-67.088590
300288280,110.056075,-67.604010
300288759,110.180023,-68.292114
300288971,110.023403,-68.598189
300289006,110.007660,-68.660605
300289744,110.063879,-69.755360
300290097,110.168634,-70.314835
300290214,110.027831,-70.515541
300290305,110.004752,-70.664726
300290733,109.998238,-71.369365
300290824,110.228772,-71.532310
300291282,110.429280,-71.603593
300291296,110.422741,-71.579002
300292124,110.413817,-70.262583
300292272,110.379307,-70.044022
300292693,110.331541,-69.373048
300293197,110.279641,-68.578384
300293379,110.405611,-68.318710
30031439,73.100638,-69.403923
300323170,110.425610,-68.160704
300323829,110.346353,-67.292658
300323956,110.493603,-67.116599
300324030,110.491669,-67.034186
300324082,110.285567,-66.954108
300324563,110.425307,-66.328987
300324587,110.562206,-66.300786
300324638,110.406683,-66.250923
300324667,110.562837,-66.197831
300325379,110.705417,-66.538852
300326000,110.619218,-67.297341
300326021,110.826371,-67.329472
300326114,110.619803,-67.445711
300326148,110.693571,-67.482228
300326496,110.868735,-68.021685
300326777,110.815671,-68.421233
300326839,110.686197,-68.510985
300327061,110.705743,-68.814577
300327309,110.711440,-69.152239
300327458,110.733941,-69.394765
300327482,110.731850,-69.432846
300327684,110.693507,-69.704618
300327709,110.673313,-69.743036
300327907,110.783244,-70.076995
300327924,110.689131,-70.092576
300328258,110.778449,-70.636611
300328286,110.706918,-70.690245
300328398,110.817650,-70.881045
300328990,110.575004,-71.915167
300329186,111.089369,-71.665741
300329283,111.154685,-71.470657
300329728,110.966473,-70.772590
300330109,111.114951,-70.126725
30033581,73.140613,-70.397958
30033946,73.225728,-70.638243
30034081,73.028861,-70.731244
30034189,73.223455,-70.806647
30035035,72.996831,-71.529030
30035088,73.181337,-71.572619
30037565,73.541360,-70.379311
300378592,110.873442,-68.683031
300378596,110.944111,-68.677322
300378621,110.911039,-68.648853
300379433,110.989003,-67.601124
300379556,111.112637,-67.407526
300379945,111.087709,-66.924734
300380146,111.092385,-66.672160
300380255,111.024718,-66.541489
300380511,110.874150,-66.243286
300380739,111.085621,-65.912637
300381406,111.319283,-66.693935
300381517,111.187985,-66.833830
300381526,111.421795,-66.842269
300381614,111.353159,-66.947525
300381910,111.288283,-67.342080
300382520,111.235366,-68.092097
300382665,111.446970,-68.300894
300382764,111.169114,-68.431300
300383613,111.276357,-69.609869
300383677,111.280160,-69.692586
30038422,73.504830,-69.996535
300384330,111.310516,-70.596636
300384626,111.184631,-71.050476
300384933,111.358208,-71.564181
300442687,111.539447,-71.398043
300442826,111.652786,-71.148313
300442914,111.587953,-70.991756
300442973,111.579905,-70.905756
300443028,111.541913,-70.828544
300443029,111.621038,-70.827939
300443163,111.653061,-70.592833
300443382,111.760629,-70.203149
300443794,111.662054,-69.576374
300443831,111.754678,-69.515345
300443993,111.544784,-69.267968
300444126,111.603333,-69.090616
300444242,111.549721,-68.906550
300444243,111.545709,-68.905110
300444376,111.477933,-68.737091
300444568,111.548704,-68.447934
300444683,111.494225,-68.301142
300445381,111.641575,-67.360343
300446210,111.590806,-66.290737
300446243,111.626988,-66.247852
300446756,111.894586,-66.284776
300447053,111.902372,-66.655100
300447314,111.972595,-66.983781
300447846,112.000325,-67.620247
300448102,111.763277,-67.954429
300448520,111.919558,-68.503319
300448625,111.773083,-68.615417
300448674,111.797175,-68.678998
300448815,111.960316,-68.871826
300449121,111.778666,-69.299524
300450001,112.057616,-70.539512
300508712,111.812035,-71.047623
300508896,111.984842,-71.336256
300509402,112.259318,-71.719054
300509728,112.192308,-71.179716
300510242,112.202078,-70.383691
300510333,112.253178,-70.238876
300510574,112.309819,-69.918502
300510927,112.360289,-69.455301
300511570,112.076510,-68.510898
300511791,112.159153,-68.236021
300512537,112.172456,-67.303390
300513188,112.182464,-66.520930
300513638,112.279836,-65.976027
300513645,112.237203,-65.967345
300514215,112.486129,-66.562231
300514512,112.508897,-66.905437
300514533,112.541850,-66.931203
300515077,112.629092,-67.639012
300515248,112.612126,-67.825899
300515532,112.394740,-68.155732
300515700,112.442308,-68.384124
300515837,112.630014,-68.585142
300516032,112.444856,-68.827161
300555859,112.610445,-68.996710
300556811,112.485689,-70.330293
300557107,112.363136,-70.794095
300558107,112.720210,-71.406514
300558459,112.688310,-70.853687
300558551,112.742635,-70.696466
300559291,112.719984,-69.598257
300559722,112.914543,-68.964211
300560165,112.762621,-68.309984
300560234,112.815347,-68.205880
300560295,112.915881,-68.133224
300560526,112.782301,-67.820600
300560731,112.763733,-67.544843
300561157,112.826534,-66.993106
300561247,112.921856,-66.869283
300561381,112.916492,-66.715480
300561454,112.863926,-66.626451
300562712,113.111171,-66.763118
300563010,113.208856,-67.125176
300563147,113.047810,-67.315971
300600393,112.973779,-69.435083
300600556,113.114522,-69.715120
300600629,113.138302,-69.829204
300601006,113.121855,-70.449348
300601518,113.136476,-71.251050
300601548,113.180172,-71.289597
300602132,113.481475,-71.619787
300602255,113.434659,-71.447766
300602277,113.342440,-71.408102
300603045,113.518802,-70.247122
300603467,113.495071,-69.641544
300603796,113.343259,-69.142232
300604036,113.340847,-68.768525
300604864,113.313802,-67.612266
300605097,113.503149,-67.278370
300605866,113.488782,-66.312795
300651179,114.269566,-65.986321
300651835,114.342704,-66.742880
300653260,114.230368,-68.510628
300653642,114.300504,-69.044794
300654002,114.416895,-69.542328
300654276,114.425963,-69.914228
300654454,114.432798,-70.156337
300654475,114.411382,-70.178554
300654773,114.351597,-70.577291
300655407,114.367995,-71.436125
300655749,114.498504,-71.886971
300655891,114.728925,-71.679065
300656410,114.486356,-70.880587
300656693,114.747025,-70.471442
300656986,114.491203,-70.068139
300657009,114.618821,-70.027884
300657148,114.697729,-69.820107
300657526,114.618487,-69.326077
300658012,114.674378,-68.659661
300658296,114.647995,-68.270574
300658354,114.683438,-68.186945
300703521,114.738274,-67.460855
300703532,114.559320,-67.447889
300703760,114.615692,-67.195237
300703779,114.736264,-67.180375
300704368,114.610837,-66.503286
300704414,114.544173,-66.458626
300705038,114.767740,-66.069713
300705083,114.766758,-66.119105
300705145,114.963471,-66.190162
300705383,114.881405,-66.445276
300705503,114.974170,-66.562500
300705632,114.764153,-66.721981
300705846,114.983736,-66.958809
300706065,114.782883,-67.207581
300706216,114.983418,-67.369902
300706525,115.048153,-67.749207
300707873,115.017604,-69.488296
300708192,114.799718,-69.946919
300708636,114.788503,-70.510793
300708775,114.755359,-70.676952
300708926,114.785922,-70.870588
300709613,114.850418,-71.929070
300709762,115.196244,-71.762932
300709924,115.061102,-71.515698
300710077,115.268484,-71.304402
300710088,115.094242,-71.291398
300710144,115.264578,-71.209017
300710350,115.332861,-70.886585
300710451,115.263503,-70.750683
300739542,115.269276,-69.525046
300739589,115.049980,-69.466646
300739804,115.313135,-69.204651
300739897,115.182400,-69.073600
300740141,115.097088,-68.780670
300741171,115.173991,-67.525278
300741425,115.127516,-67.237201
300741556,115.087558,-67.083889
300741565,115.169943,-67.075641
300741820,115.187412,-66.808864
300742290,115.105520,-66.295751
300742619,115.108909,-65.981564
300743667,116.377102,-70.425102
300743905,116.252930,-70.088862
300744369,116.502716,-69.497977
300745427,116.349871,-68.129654
300745960,116.444146,-67.540234
300746044,116.512867,-67.431961
300807538,116.361092,-65.898524
300807594,116.618883,-65.979238
300808111,116.760810,-66.573812
300808145,116.770057,-66.619850
300808209,116.656860,-66.708123
300808301,116.654591,-66.821705
300808454,116.562687,-66.986412
300808472,116.611849,-67.007005
300808743,116.818184,-67.312146
300809119,116.686271,-67.749861
300809320,116.706489,-68.001190
300809465,116.565425,-68.177755
300809469,116.701167,-68.185373
300809629,116.740076,-68.375724
300810012,116.680841,-68.916118
300810086,116.814028,-69.030700
300810609,116.613911,-69.696117
300810618,116.825333,-69.701597
300810780,116.831821,-69.917288
300810872,116.746426,-70.050429
300810881,116.764961,-70.064475
300811112,116.609917,-70.381988
300811971,116.575955,-71.720298
300812668,116.913630,-71.112755
300813258,116.922429,-70.292841
300814115,116.973765,-69.196268
300814213,116.919064,-69.065583
300814860,117.068968,-68.234494
300864382,116.863969,-67.303625
300864518,117.007036,-67.151014
300865934,117.420797,-66.195972
300866398,117.296271,-66.687831
300866979,117.264972,-67.339058
300866996,117.229923,-67.359988
300867625,117.312686,-68.108464
300867734,117.166026,-68.229372
300867750,117.289625,-68.251877
300867814,117.212034,-68.341444
300868398,117.331975,-69.041605
300868664,117.148064,-69.374646
300869129,117.350119,-69.959761
300869410,117.256110,-70.332179
300869470,117.299457,-70.429652
300869946,117.301412,-71.026925
300871138,117.647519,-71.134180
300871376,117.696561,-70.778320
300871526,117.521774,-70.551350
300871545,117.657590,-70.533604
300871572,117.664472,-70.498633
300932479,117.659758,-69.860232
300932556,117.676282,-69.776866
300933050,117.605910,-69.154487
300933103,117.588368,-69.102255
300934356,117.622818,-67.590106
300934660,117.655898,-67.233328
300935132,117.533323,-66.720457
300935162,117.710095,-66.695597
300936922,117.828436,-67.059571
300938404,117.953403,-68.847308
300938638,117.868045,-69.127753
300938706,118.006024,-69.202635
300939255,117.809555,-69.896460
300939409,117.736638,-70.088358
300939492,117.833627,-70.201744
300939511,117.853035,-70.232162
300940126,117.887130,-71.094936
300969581,118.244857,-69.401114
300970657,118.264249,-68.082274
300970893,118.283933,-67.792050
300971133,118.334075,-67.509438
300971346,118.069475,-67.244447
300971453,118.204222,-67.103139
300972101,118.170969,-66.392641
30103695,73.574199,-69.520391
30105662,73.429035,-68.871021
30106967,73.431917,-68.406299
30108310,73.331821,-67.846866
30110048,73.375140,-66.924496
30110465,73.377072,-66.675420
30111148,73.300546,-66.106308
30111936,73.843111,-66.471972
30112689,73.832222,-66.934617
30185650,73.589557,-68.001875
30186108,73.669943,-68.185726
30186481,73.623011,-68.299617
30189015,73.807048,-69.109560
30190251,73.594843,-69.487883
30191789,73.610265,-70.033974
30192292,73.870502,-70.245190
30192406,73.872621,-70.293659
30193373,73.743025,-70.832358
30194648,73.685426,-71.825186
30195240,73.970509,-71.497478
30265037,74.015966,-70.614027
30266761,74.168789,-69.859522
30268024,74.094472,-69.441571
30268695,74.043576,-69.260639
30270183,74.143802,-68.828145
30271577,74.044604,-68.393997
30271757,73.991182,-68.334386
30273869,73.932596,-67.468178
30274184,73.960521,-67.303800
30274200,74.054656,-67.296540
30275662,74.097892,-66.497803
30275777,74.170657,-66.461136
30275795,74.085719,-66.453883
30275861,74.180044,-66.417382
30311749,73.895349,-66.256914
30312104,74.420889,-65.921351
30312254,74.301937,-66.074019
30312676,74.286768,-66.390334
30312711,74.253677,-66.407003
30312722,74.210775,-66.409756
30312800,74.323690,-66.442100
30312916,74.267093,-66.486262
30313007,74.213154,-66.530184
30313096,74.268500,-66.577381
30313682,74.190626,-66.890927
30314203,74.343915,-67.152829
30314282,74.406162,-67.192139
30315127,74.309398,-67.580396
30315586,74.403252,-67.793716
30317282,74.272333,-68.414707
30317301,74.283565,-68.420082
30319402,74.427270,-69.001354
30321827,74.409328,-69.663249
30399782,74.211612,-70.925089
30400653,74.207849,-71.616330
30400785,74.465883,-71.765313
30400822,74.332852,-71.791839
30401301,74.663579,-71.642371
30401427,74.713506,-71.537037
30403921,74.529903,-70.149230
30404026,74.726008,-70.114918
30405495,74.735128,-69.624503
30407429,74.609004,-69.073716
30466249,74.781487,-67.743333
30466384,74.521190,-67.696890
30467817,74.702734,-67.101638
30467930,74.531394,-67.046285
30468581,74.707278,-66.729371
30469371,74.569018,-66.260079
30469454,74.742402,-66.204209
30470531,75.020067,-66.282303
30471003,74.882108,-66.561294
30473062,74.938920,-67.540790
30474957,74.847149,-68.243143
30526897,75.031520,-68.450018
30527366,74.967270,-68.581975
30527482,74.989292,-68.618113
30527625,75.009487,-68.655028
30530250,74.915875,-69.295458
30531417,74.806535,-69.595381
30533103,74.929603,-70.110850
30537037,75.329578,-71.420448
30630877,75.135712,-70.699168
30631031,75.164502,-70.623983
30631330,75.199077,-70.497599
30634979,75.151376,-69.426621
30635299,75.117056,-69.350239
30642087,75.332885,-67.447344
306469729,118.457305,-66.693968
306469862,118.475174,-66.850141
306469897,118.386921,-66.886730
306470000,118.388561,-67.006582
306470049,118.565702,-67.070514
306470106,118.437690,-67.132863
306470369,118.476470,-67.455212
306470809,118.440922,-68.009407
306470921,118.606501,-68.147759
306471461,118.481299,-68.899604
306472057,118.434820,-69.701771
306472110,118.441621,-69.767437
306472749,118.393536,-70.686361
306473635,118.843189,-71.864998
306505032,118.659998,-71.584355
306506896,118.864239,-69.082602
306507281,118.783613,-68.567570
306507975,118.860416,-67.728994
306508587,118.877049,-66.995659
306508795,118.788641,-66.771962
306509308,118.694679,-66.211972
306509624,119.087259,-65.938783
306510346,119.002957,-66.742407
306510438,118.957036,-66.854014
306510777,119.144255,-67.202318
306510826,119.025153,-67.254821
306511144,119.006877,-67.611424
306511307,119.138012,-67.772697
306511381,118.970319,-67.862459
306511559,119.162299,-68.080326
306512799,119.142575,-69.636247
306512813,119.067953,-69.646078
306512860,119.057806,-69.714491
306573201,119.195460,-70.716374
306573321,118.978578,-70.889638
306573413,118.975909,-71.015803
306573721,119.200213,-71.442158
306574570,119.385558,-71.248287
306575290,119.432101,-70.262534
306575988,119.320282,-69.358816
306576033,119.500406,-69.293393
306576345,119.231413,-68.924904
306576384,119.346334,-68.869850
306576432,119.365357,-68.817651
306577335,119.305229,-67.693263
306577678,119.369113,-67.303960
306577778,119.281134,-67.202053
306577886,119.495105,-67.078704
306577943,119.426394,-67.013403
306578077,119.240684,-66.874781
306578246,119.515411,-66.678544
306578324,119.251318,-66.597442
306579544,119.585735,-66.543625
306579787,119.634863,-66.774513
306580127,119.565976,-67.139134
306580215,119.742348,-67.232324
306580621,119.736352,-67.683048
306580862,119.552584,-67.945885
306631299,119.676819,-68.878990
306631838,119.749385,-69.684501
306632288,119.531311,-70.281425
306632372,119.583302,-70.395358
306632409,119.803659,-70.447378
306633022,119.822561,-71.324722
306633087,119.822240,-71.433338
306633635,120.115403,-71.603006
306634577,120.075237,-70.181606
306635088,119.892247,-69.455712
306635432,120.120530,-68.997155
306635821,120.065659,-68.547118
306636311,120.031520,-67.955580
306637962,119.841309,-66.162084
306665218,120.418717,-66.642081
306665596,120.163354,-67.047739
306666054,120.367526,-67.536645
306666732,120.266332,-68.309856
306667806,120.303626,-69.625735
306668068,120.385582,-70.023879
306668667,120.367127,-70.794487
306668692,120.159734,-70.841651
306669416,120.403162,-71.971669
306669564,120.598345,-71.699414
306669607,120.506871,-71.645401
306669974,120.564312,-71.072737
306670429,120.496191,-70.380804
306670604,120.510509,-70.152648
306672035,120.581425,-68.282726
306672432,120.592929,-67.794887
306672492,120.583073,-67.721523
306734877,120.630625,-67.007911
306734974,120.631381,-66.960531
306737452,120.755556,-67.538857
306738356,120.804251,-68.558532
306738667,120.971789,-68.936850
306738847,120.738858,-69.150311
306738858,120.893835,-69.165812
306738971,120.753509,-69.286533
306739391,120.970813,-69.881535
306739746,120.963211,-70.337283
306740183,120.730361,-70.930266
306740466,120.990397,-71.329911
306740840,120.776848,-71.871784
306741844,121.019629,-70.567463
306741882,121.078132,-70.519619
306742226,121.216773,-70.061324
306772033,121.117972,-68.798652
306772269,121.032356,-68.506163
306772761,121.043173,-67.915751
306773020,121.018729,-67.645157
306777860,121.365297,-69.412586
306778534,121.314811,-70.287293
30716342,75.170275,-66.475142
30718375,75.471551,-66.487470
30718648,75.654725,-66.637737
30718787,75.551267,-66.706783
30718811,75.601435,-66.717418
30719871,75.577655,-67.231817
30720482,75.472431,-67.478544
30723470,75.608417,-68.447168
30728476,75.394917,-69.496195
30756681,75.584086,-69.740533
30758948,75.541170,-70.455766
30760081,75.460022,-70.979603
30762159,75.679160,-71.314299
30848598,75.737472,-68.566851
30848801,75.766639,-68.511242
30851433,75.854022,-67.630646
30851607,75.855701,-67.547961
30852855,75.966411,-67.000638
30853028,75.776450,-66.910074
30853470,75.915429,-66.655157
30853568,75.876229,-66.588839
30853953,75.850961,-66.381139
30853990,75.793368,-66.359133
30854160,75.875680,-66.265447
30855248,76.199142,-66.192135
30855406,76.021056,-66.268473
30932285,76.038087,-67.739379
30932781,75.983531,-67.911002
30933383,76.209067,-68.131213
30935460,76.225530,-68.685249
30938252,76.222902,-69.168907
30939038,76.224990,-69.295504
30939939,75.990202,-69.441110
30941184,76.214513,-69.704764
30941364,75.980677,-69.745097
309613894,78.695518,-64.700427
309614824,78.603681,-63.611216
309614842,78.780939,-63.583889
309614870,78.602471,-63.541272
309615189,78.706525,-63.074268
309615852,78.708243,-61.810375
309616139,78.592101,-61.074691
309616407,78.709029,-60.336105
309616652,78.976657,-60.122085
309616710,78.839955,-60.251737
309616776,78.829335,-60.408499
309616959,79.029990,-60.933941
309617010,78.920729,-61.051006
309617117,78.921037,-61.341759
309617141,78.888600,-61.389503
309617509,78.813946,-62.149077
309617715,79.024224,-62.562306
309617906,78.883986,-62.910156
309618061,78.838222,-63.168872
309618094,78.882377,-63.217878
309618860,78.942280,-64.226499
309619055,78.901366,-64.473582
309655922,79.106289,-64.989341
309656200,79.274552,-64.696317
309657054,79.273547,-63.636519
309657610,79.165484,-62.798779
309657644,79.212912,-62.747129
309657720,79.249635,-62.609552
309658011,79.137019,-62.030048
309658048,79.247999,-61.949085
309658086,79.163848,-61.875181
309658221,79.253714,-61.514588
309658394,79.234820,-61.054772
309658435,79.044130,-60.960301
309658984,79.323365,-60.292478
309659126,79.506756,-60.689949
309659145,79.487853,-60.754000
309659436,79.518364,-61.493990
309659553,79.517940,-61.767535
309659595,79.456037,-61.884803
309698515,79.285803,-62.390608
309698892,79.278492,-62.988182
309699051,79.411420,-63.205224
309699574,79.384152,-63.923102
309699893,79.497795,-64.311344
309700386,79.402922,-64.829587
309700460,79.406177,-64.897733
309700725,79.460128,-65.108812
309702035,79.715611,-65.689563
309702890,79.706809,-65.024346
309702975,79.708738,-64.950701
309703302,79.708979,-64.694917
309703910,79.737521,-64.057200
309754884,79.576370,-61.027518
309754992,79.690679,-60.767118
309755084,79.681230,-60.540426
309755088,79.746428,-60.531935
309755266,79.538930,-60.090165
309755356,79.770503,-60.023162
309755442,79.978527,-60.294359
309755797,79.836374,-61.084267
309756187,79.936959,-61.935833
309756397,79.853992,-62.332346
309758235,79.876892,-64.664999
309758745,79.864904,-65.100217
309759365,79.954999,-65.591476
309759819,79.894909,-65.978967
309789424,80.036374,-64.692973
309789630,80.244712,-64.516224
309789642,80.130423,-64.507161
309789721,80.099185,-64.425327
309790097,80.124145,-64.008633
309791057,80.080254,-62.777568
309791156,80.054737,-62.646003
309791498,80.142768,-62.041050
309791561,80.213918,-61.914746
309791758,80.184076,-61.497351
309792043,80.117514,-60.779847
309792137,80.033709,-60.528819
309792357,80.105481,-59.895684
31011838,76.311500,-71.765700
31012605,76.375937,-71.513748
31013214,76.369504,-71.330254
31028580,76.475124,-69.312185
31104276,76.528794,-68.524140
31104582,76.479808,-68.453889
31104698,76.309055,-68.432130
31104764,76.495285,-68.416640
31105402,76.376956,-68.256069
31105684,76.474920,-68.180706
31105740,76.362980,-68.167401
31107108,76.362418,-67.720422
31107592,76.533913,-67.526638
31108321,76.417835,-67.185505
31108432,76.555005,-67.135742
31108599,76.352797,-67.049575
31108817,76.447914,-66.942062
31108997,76.429257,-66.849085
31177972,76.603148,-67.458358
31178354,76.756660,-67.624907
31180966,76.689140,-68.410796
31181554,76.835092,-68.535715
31190175,76.691121,-70.099033
31264898,76.838138,-70.935710
31265672,76.569174,-71.347829
31266926,88.156176,-71.515675
31268024,88.176839,-70.972583
31268146,88.071470,-70.920131
31269391,88.167981,-70.416434
31270527,88.000353,-69.872088
31270986,88.027955,-69.638562
31271140,87.960424,-69.548737
31273263,88.103635,-68.159538
31308205,88.026209,-67.075860
31308528,87.972571,-66.850554
31308786,88.060984,-66.633804
31310217,88.346727,-66.401085
31310935,88.269562,-66.940494
31311393,88.242783,-67.261817
31313085,88.430595,-68.412120
31313111,88.249179,-68.442612
31313963,88.285997,-69.098459
31314990,88.320053,-69.712972
31315185,88.334465,-69.813165
31380039,88.262451,-70.831069
31380847,88.331350,-71.228389
31381302,88.360000,-71.563800
31381651,88.302416,-71.873871
31382009,88.721527,-71.652227
31382193,88.604091,-71.488261
31383649,88.714480,-70.508992
31384768,88.590306,-69.777314
31385803,88.556825,-69.098888
31387702,88.759082,-67.714564
31388194,88.794496,-67.370398
31388279,88.770870,-67.319724
31408736,88.675329,-66.488091
31409615,88.819753,-66.140139
31410749,89.004307,-67.066291
31412505,88.967407,-68.263099
31412845,88.804569,-68.533944
31413568,88.994054,-69.070342
31414018,88.890451,-69.433708
31415131,88.900577,-70.218656
31415158,88.914134,-70.239442
31505975,88.849665,-71.433753
31506424,88.966888,-71.906260
31507696,89.361914,-70.734650
31508240,89.137382,-70.289527
31508244,89.212067,-70.286086
31508554,89.274722,-70.013392
31509222,89.309202,-69.477906
31509423,89.331271,-69.308482
31511274,89.352881,-67.850078
31511559,89.337873,-67.645206
31511621,89.157615,-67.606904
31512254,89.251679,-67.107293
31528507,89.513656,-67.680243
31528728,89.591654,-67.834031
31528780,89.530811,-67.875252
31529171,89.666025,-68.196050
31529973,89.589924,-68.845593
31529985,89.468494,-68.853488
31530164,89.541558,-69.020962
31530505,89.557308,-69.288034
31532510,89.651857,-70.997244
31532625,89.660229,-71.129642
31532870,89.614438,-71.370914
31533454,89.698529,-71.860399
31600402,89.701292,-69.968138
31600441,89.981643,-69.930962
31601457,89.788597,-68.971770
31602346,89.882752,-68.174272
