# time[BJD] normflux normfluxerr quarter
2455728.791148 1.001249 0.000345 9
2455728.811583 1.001011 0.000345 9
2455728.832017 1.000765 0.000345 9
2455728.852451 1.001747 0.000345 9
2455728.872886 1.001001 0.000345 9
2455728.893320 1.001417 0.000345 9
2455728.913754 1.013098 0.000348 9
2455728.934189 1.001203 0.000345 9
2455728.954623 1.001083 0.000345 9
2455728.975058 1.001471 0.000345 9
2455728.995492 1.000789 0.000345 9
2455729.015926 1.000745 0.000345 9
2455729.036361 1.001077 0.000345 9
2455729.056795 1.000559 0.000345 9
2455729.077229 1.001067 0.000345 9
2455729.097664 1.001025 0.000345 9
2455729.118098 1.000960 0.000345 9
2455729.138533 1.000951 0.000345 9
2455729.158967 1.000677 0.000345 9
2455729.179401 1.000535 0.000345 9
2455729.199836 1.001003 0.000345 9
2455729.220270 1.001637 0.000345 9
2455729.240705 1.000832 0.000345 9
2455729.261139 1.000357 0.000345 9
2455729.281573 1.000748 0.000345 9
2455729.302008 1.000926 0.000345 9
2455729.322442 1.000766 0.000345 9
2455729.342877 1.000698 0.000345 9
2455729.363311 1.000311 0.000345 9
2455729.383745 1.001715 0.000345 9
2455729.404180 1.001464 0.000345 9
2455729.424614 1.002301 0.000345 9
2455729.445048 1.001413 0.000345 9
2455729.465483 1.000483 0.000345 9
2455729.485917 1.000851 0.000345 9
2455729.506352 1.001173 0.000345 9
2455729.526786 0.999883 0.000345 9
2455729.547220 1.001051 0.000345 9
2455729.567655 1.000631 0.000345 9
2455729.588089 1.000111 0.000345 9
2455729.608523 1.000661 0.000345 9
2455729.628958 1.000677 0.000345 9
2455729.649392 1.001169 0.000345 9
2455729.669826 1.001294 0.000345 9
2455729.690261 1.000988 0.000345 9
2455729.710695 1.001004 0.000345 9
2455729.731130 1.000827 0.000345 9
2455729.751564 1.000776 0.000345 9
2455729.771998 1.000142 0.000345 9
2455729.792433 1.000478 0.000345 9
2455729.812867 1.000806 0.000345 9
2455729.833301 1.001014 0.000345 9
2455729.853736 1.000573 0.000345 9
2455729.874170 1.000077 0.000345 9
2455729.894605 1.000433 0.000345 9
2455729.915039 1.001772 0.000345 9
2455729.935473 1.000391 0.000345 9
2455729.955908 1.000868 0.000345 9
2455729.976342 1.001715 0.000345 9
2455729.996776 1.000779 0.000345 9
2455730.017211 1.000879 0.000345 9
2455730.037645 1.000229 0.000345 9
2455730.058080 1.000701 0.000345 9
2455730.078514 1.001419 0.000345 9
2455730.098948 1.000247 0.000345 9
2455730.119383 1.000921 0.000345 9
2455730.139817 1.000211 0.000345 9
2455730.160251 1.000674 0.000345 9
2455730.180686 1.000147 0.000345 9
2455730.201120 1.000079 0.000345 9
2455730.221554 1.000236 0.000345 9
2455730.241989 0.999355 0.000345 9
2455730.262423 1.000951 0.000345 9
2455730.282858 0.999940 0.000345 9
2455730.303292 1.000523 0.000345 9
2455730.323726 1.000164 0.000345 9
2455730.344161 0.999973 0.000345 9
2455730.364595 1.000106 0.000345 9
2455730.385030 1.000595 0.000345 9
2455730.405464 0.999817 0.000345 9
2455730.425898 1.000923 0.000345 9
2455730.446333 1.000287 0.000345 9
2455730.466767 1.000308 0.000345 9
2455730.487201 1.001012 0.000345 9
2455730.507636 1.000930 0.000345 9
2455730.528070 1.000181 0.000345 9
2455730.548505 1.000096 0.000345 9
2455730.568939 1.000202 0.000345 9
2455730.589373 1.000025 0.000345 9
2455730.609808 1.000562 0.000345 9
2455730.630242 1.000477 0.000345 9
2455730.650676 1.000667 0.000345 9
2455730.671111 0.999858 0.000345 9
2455730.691545 1.000523 0.000345 9
2455730.711979 1.000087 0.000345 9
2455730.732414 1.000274 0.000345 9
2455730.752848 1.000191 0.000345 9
2455730.773283 1.000677 0.000345 9
2455730.793717 0.999783 0.000345 9
2455730.814151 1.000051 0.000345 9
2455730.834586 1.000269 0.000345 9
2455730.855020 0.999645 0.000345 9
2455730.895889 1.000282 0.000345 9
2455730.916323 0.999599 0.000345 9
2455730.936757 0.999854 0.000345 9
2455730.957192 1.000538 0.000345 9
2455730.977626 1.000335 0.000345 9
2455730.998061 0.999307 0.000345 9
2455731.018495 0.999798 0.000345 9
2455731.038929 0.999700 0.000345 9
2455731.059364 0.999881 0.000345 9
2455731.079798 0.999333 0.000345 9
2455731.100232 0.999816 0.000345 9
2455731.120667 0.999948 0.000345 9
2455731.141101 0.999916 0.000345 9
2455731.161535 0.999886 0.000345 9
2455731.181970 0.999963 0.000345 9
2455731.202404 1.000165 0.000345 9
2455731.222839 0.999797 0.000345 9
2455731.243273 0.999651 0.000345 9
2455731.263707 0.999265 0.000345 9
2455731.284142 0.999432 0.000345 9
2455731.304576 0.999789 0.000345 9
2455731.325010 1.000027 0.000345 9
2455731.345445 0.999979 0.000345 9
2455731.365879 0.999266 0.000345 9
2455731.386314 0.999960 0.000345 9
2455731.406748 0.999457 0.000345 9
2455731.427182 0.999247 0.000345 9
2455731.447617 0.999770 0.000345 9
2455731.468051 0.999449 0.000345 9
2455731.488485 0.999828 0.000345 9
2455731.508920 1.001110 0.000345 9
2455731.529354 1.000076 0.000345 9
2455731.549789 0.999427 0.000345 9
2455731.570223 0.999080 0.000345 9
2455731.590657 0.999143 0.000345 9
2455731.611092 0.998740 0.000345 9
2455731.631526 0.999427 0.000345 9
2455731.651960 0.999210 0.000345 9
2455731.672395 0.999693 0.000345 9
2455731.692829 0.999048 0.000345 9
2455731.713263 0.999167 0.000345 9
2455731.733698 0.999212 0.000345 9
2455731.754132 0.999077 0.000345 9
2455731.774566 0.999428 0.000345 9
2455731.795001 1.000434 0.000345 9
2455731.815435 0.999107 0.000345 9
2455731.835870 0.999586 0.000345 9
2455731.856304 0.998936 0.000345 9
2455731.876738 0.999164 0.000345 9
2455731.897173 0.999214 0.000345 9
2455731.917607 0.999320 0.000345 9
2455731.938041 0.999095 0.000345 9
2455731.958476 0.999686 0.000345 9
2455731.978910 0.998656 0.000345 9
2455731.999344 0.998902 0.000345 9
2455732.019779 0.998839 0.000345 9
2455732.040213 0.998668 0.000345 9
2455732.060647 0.998728 0.000345 9
2455732.081082 0.998884 0.000345 9
2455732.101516 0.998993 0.000345 9
2455732.121951 0.999185 0.000345 9
2455732.142385 0.999573 0.000345 9
2455732.162819 0.999613 0.000345 9
2455732.183254 0.998627 0.000345 9
2455732.203688 0.998527 0.000345 9
2455732.224122 0.999321 0.000345 9
2455732.244557 0.998694 0.000345 9
2455732.264991 0.997805 0.000345 9
2455732.285425 0.999042 0.000345 9
2455732.305860 0.999356 0.000345 9
2455732.326294 0.999039 0.000345 9
2455732.346728 0.999030 0.000345 9
2455732.367163 0.999548 0.000345 9
2455732.387597 0.998367 0.000345 9
2455732.408032 0.998670 0.000345 9
2455732.428466 0.998820 0.000345 9
2455732.448900 0.998295 0.000345 9
2455732.469335 0.998886 0.000345 9
2455732.489769 0.999078 0.000345 9
2455732.510203 0.998962 0.000345 9
2455732.530638 0.998950 0.000345 9
2455732.551072 0.998478 0.000345 9
2455732.571506 0.998553 0.000345 9
2455732.591941 0.997944 0.000345 9
2455732.612375 0.998994 0.000345 9
2455732.632809 0.998974 0.000345 9
2455732.653244 0.998127 0.000345 9
2455732.673678 0.998860 0.000345 9
2455732.694113 0.998743 0.000345 9
2455732.714547 0.998412 0.000345 9
2455732.734981 0.998037 0.000345 9
2455732.755416 0.998343 0.000345 9
2455732.775850 0.998571 0.000345 9
2455732.796284 0.998192 0.000345 9
2455732.816719 0.998501 0.000345 9
2455732.837153 0.998203 0.000345 9
2455732.857587 0.998432 0.000345 9
2455732.878022 0.998352 0.000345 9
2455732.898456 0.998241 0.000345 9
2455732.918890 0.997993 0.000345 9
2455732.939325 0.998616 0.000345 9
2455732.959759 0.998491 0.000345 9
2455732.980193 0.998239 0.000345 9
2455733.000628 0.998393 0.000345 9
2455733.021062 0.998726 0.000345 9
2455733.041496 0.998563 0.000345 9
2455733.061931 0.998258 0.000345 9
2455733.082365 0.998154 0.000345 9
2455733.102799 0.998585 0.000345 9
2455733.123234 0.998221 0.000345 9
2455733.143668 0.998259 0.000345 9
2455733.164102 0.998465 0.000345 9
2455733.184537 0.997736 0.000345 9
2455733.204971 0.997998 0.000345 9
2455733.225405 0.998322 0.000345 9
2455733.245840 0.998241 0.000345 9
2455733.266274 0.998442 0.000345 9
2455733.286709 0.998452 0.000345 9
2455733.307143 0.998759 0.000345 9
2455733.327577 0.997670 0.000345 9
2455733.348012 0.998470 0.000345 9
2455733.368446 0.998683 0.000345 9
2455733.388880 0.997812 0.000345 9
2455733.409315 0.997876 0.000345 9
2455733.429749 0.998010 0.000345 9
2455733.450183 1.026905 0.000347 9
2455733.470618 0.997629 0.000345 9
2455733.491052 0.998293 0.000345 9
2455733.511486 0.998135 0.000345 9
2455733.531921 0.997471 0.000345 9
2455733.552355 0.998246 0.000345 9
2455733.572789 0.997980 0.000345 9
2455733.593224 0.998269 0.000345 9
2455733.613658 0.997678 0.000345 9
2455733.634092 0.997488 0.000345 9
2455733.654527 0.998079 0.000345 9
2455733.674961 0.997433 0.000345 9
2455733.695395 0.997627 0.000345 9
2455733.715830 0.997132 0.000345 9
2455733.736264 0.997176 0.000345 9
2455733.756698 0.997741 0.000345 9
2455733.777133 0.997500 0.000345 9
2455733.797567 0.997461 0.000345 9
2455733.818001 0.997777 0.000345 9
2455733.838436 0.997760 0.000345 9
2455733.879304 0.997485 0.000345 9
2455733.899739 0.997545 0.000345 9
2455733.920173 0.997953 0.000345 9
2455733.940607 0.997354 0.000345 9
2455733.961042 0.996998 0.000345 9
2455733.981476 0.997707 0.000345 9
2455734.001910 0.998144 0.000345 9
2455734.022345 0.998600 0.000345 9
2455734.042779 0.997683 0.000345 9
2455734.063214 0.997676 0.000345 9
2455734.083648 0.997713 0.000345 9
2455734.104082 0.997161 0.000345 9
2455734.124517 0.996536 0.000345 9
2455734.144951 0.997786 0.000345 9
2455734.165385 0.997314 0.000345 9
2455734.185820 0.996972 0.000345 9
2455734.206254 0.997609 0.000345 9
2455734.226688 0.997843 0.000345 9
2455734.247123 0.997231 0.000345 9
2455734.267557 0.997597 0.000345 9
2455734.287991 0.997860 0.000345 9
2455734.308426 0.997808 0.000345 9
2455734.328860 0.997318 0.000345 9
2455734.349294 0.997570 0.000345 9
2455734.369729 0.996865 0.000345 9
2455734.390163 0.997039 0.000345 9
2455734.410597 0.996963 0.000345 9
2455734.431032 0.997202 0.000345 9
2455734.451466 0.997212 0.000345 9
2455734.471900 0.997401 0.000345 9
2455734.492335 0.997050 0.000345 9
2455734.512769 0.997618 0.000345 9
2455734.533203 0.996851 0.000345 9
2455734.553638 0.998154 0.000345 9
2455734.574072 0.997381 0.000345 9
2455734.594506 0.997385 0.000345 9
2455734.614941 0.996909 0.000345 9
2455734.635375 0.996670 0.000345 9
2455734.655809 0.996585 0.000345 9
2455734.676244 0.996554 0.000345 9
2455734.696678 0.997680 0.000345 9
2455734.717112 0.996348 0.000345 9
2455734.737547 0.996623 0.000345 9
2455734.757981 0.997276 0.000345 9
2455734.778415 0.997515 0.000345 9
2455734.798850 0.997926 0.000345 9
2455734.819284 0.997339 0.000345 9
2455734.839718 0.997161 0.000345 9
2455734.860153 0.996837 0.000345 9
2455734.880587 0.996909 0.000345 9
2455734.901021 0.997522 0.000345 9
2455734.921456 0.997353 0.000345 9
2455734.941890 0.997219 0.000345 9
2455734.962324 0.997043 0.000345 9
2455734.982759 0.997200 0.000345 9
2455735.003193 0.997110 0.000345 9
2455735.023627 0.996984 0.000345 9
2455735.044062 0.997272 0.000345 9
2455735.064496 0.997131 0.000345 9
2455735.084930 0.996735 0.000345 9
2455735.105365 0.997647 0.000345 9
2455735.125799 0.997330 0.000345 9
2455735.146233 0.997112 0.000345 9
2455735.166668 0.997040 0.000345 9
2455735.187102 0.997521 0.000345 9
2455735.207536 0.997565 0.000345 9
2455735.227970 0.997488 0.000345 9
2455735.248405 0.997377 0.000345 9
2455735.268839 0.996813 0.000345 9
2455735.289273 0.996585 0.000345 9
2455735.309708 0.996127 0.000345 9
2455735.330142 0.997097 0.000345 9
2455735.350576 0.997356 0.000345 9
2455735.371011 0.998200 0.000345 9
2455735.391445 0.996819 0.000345 9
2455735.411879 0.996766 0.000345 9
2455735.432314 0.997477 0.000345 9
2455735.452748 0.997288 0.000345 9
2455735.473182 0.996616 0.000345 9
2455735.493617 0.997337 0.000345 9
2455735.514051 0.996770 0.000345 9
2455735.534485 0.996672 0.000345 9
2455735.554920 0.996918 0.000345 9
2455735.575354 0.996980 0.000345 9
2455735.595788 0.996909 0.000345 9
2455735.616223 0.996095 0.000345 9
2455735.636657 0.996865 0.000345 9
2455735.657091 0.997010 0.000345 9
2455735.677526 0.996904 0.000345 9
2455735.697960 0.996767 0.000345 9
2455735.718394 0.996216 0.000345 9
2455735.738829 0.997328 0.000345 9
2455735.759263 0.996881 0.000345 9
2455735.779697 0.996606 0.000345 9
2455735.800132 0.996820 0.000345 9
2455735.820566 0.996436 0.000345 9
2455735.841000 0.996589 0.000345 9
2455735.861435 0.996584 0.000345 9
2455735.881869 0.996901 0.000345 9
2455735.902303 0.996913 0.000345 9
2455735.922737 0.996562 0.000345 9
2455735.943172 0.996533 0.000345 9
2455735.963606 0.996591 0.000345 9
2455735.984041 0.996683 0.000345 9
2455736.004475 0.996407 0.000345 9
2455736.024909 0.996891 0.000345 9
2455736.045343 0.996614 0.000345 9
2455736.065778 0.997151 0.000345 9
2455736.086212 0.997284 0.000345 9
2455736.106646 0.996625 0.000345 9
2455736.127081 0.996178 0.000345 9
2455736.147515 0.996437 0.000345 9
2455736.167949 0.996888 0.000345 9
2455736.188384 0.997189 0.000345 9
2455736.208818 0.995926 0.000345 9
2455736.229252 0.996755 0.000345 9
2455736.249687 0.996308 0.000345 9
2455736.270121 0.996124 0.000345 9
2455736.290555 0.996598 0.000345 9
2455736.310990 0.997554 0.000345 9
2455736.331424 0.996364 0.000345 9
2455736.351858 0.996510 0.000345 9
2455736.372293 0.996696 0.000345 9
2455736.392727 0.996531 0.000345 9
2455736.413161 0.996990 0.000345 9
2455736.433595 0.996614 0.000345 9
2455736.454030 0.997035 0.000345 9
2455736.474464 0.996946 0.000345 9
2455736.494898 0.996888 0.000345 9
2455736.515333 0.996820 0.000345 9
2455736.535767 0.996966 0.000345 9
2455736.556201 0.996348 0.000345 9
2455736.576636 0.995586 0.000345 9
2455736.597070 0.996545 0.000345 9
2455736.617504 0.996131 0.000345 9
2455736.637939 0.996135 0.000345 9
2455736.658373 0.997441 0.000345 9
2455736.678807 0.996085 0.000345 9
2455736.699242 0.995996 0.000345 9
2455736.719676 0.996519 0.000345 9
2455736.740110 0.997315 0.000345 9
2455736.760545 0.996055 0.000345 9
2455736.780979 0.996624 0.000345 9
2455736.801413 0.996672 0.000345 9
2455736.821848 0.995986 0.000345 9
2455736.862716 0.996132 0.000345 9
2455736.883150 0.996281 0.000345 9
2455736.903585 0.996205 0.000345 9
2455736.924019 0.996470 0.000345 9
2455736.944453 0.996453 0.000345 9
2455736.964888 0.997021 0.000345 9
2455736.985322 0.996346 0.000345 9
2455737.005756 0.996127 0.000345 9
2455737.026191 0.996306 0.000345 9
2455737.046625 0.996402 0.000345 9
2455737.067059 0.997274 0.000345 9
2455737.087493 0.996738 0.000345 9
2455737.107928 0.996222 0.000345 9
2455737.128362 0.996547 0.000345 9
2455737.148796 0.996601 0.000345 9
2455737.169231 0.996376 0.000345 9
2455737.189665 0.995831 0.000345 9
2455737.210099 0.996038 0.000345 9
2455737.230534 0.996991 0.000345 9
2455737.250968 0.996386 0.000345 9
2455737.271402 0.996119 0.000345 9
2455737.291837 0.996181 0.000345 9
2455737.312271 0.996259 0.000345 9
2455737.332705 0.996152 0.000345 9
2455737.353140 0.995462 0.000345 9
2455737.373574 0.996299 0.000345 9
2455737.394008 0.995535 0.000345 9
2455737.414442 0.996174 0.000345 9
2455737.434877 0.995787 0.000345 9
2455737.455311 0.996520 0.000345 9
2455737.475745 0.996265 0.000345 9
2455737.496180 0.996149 0.000345 9
2455737.516614 0.996584 0.000345 9
2455737.537048 0.995869 0.000345 9
2455737.557483 0.996142 0.000345 9
2455737.577917 0.996493 0.000345 9
2455737.598351 0.995762 0.000345 9
2455737.618786 0.996066 0.000345 9
2455737.639220 0.995924 0.000345 9
2455737.659654 0.996192 0.000345 9
2455737.680089 0.995895 0.000345 9
2455737.700523 0.995776 0.000345 9
2455737.720957 0.995766 0.000345 9
2455737.741391 0.996006 0.000345 9
2455737.761826 0.996220 0.000345 9
2455737.782260 0.996740 0.000345 9
2455737.802694 0.996293 0.000345 9
2455737.823129 0.996259 0.000345 9
2455737.843563 0.995587 0.000345 9
2455737.863997 0.995751 0.000345 9
2455737.884431 0.995297 0.000345 9
2455737.904866 0.995645 0.000345 9
2455737.925300 0.996072 0.000345 9
2455737.945734 0.995617 0.000345 9
2455737.966169 0.995976 0.000345 9
2455737.986603 0.995962 0.000345 9
2455738.007037 0.995546 0.000345 9
2455738.027472 0.995799 0.000345 9
2455738.047906 0.995443 0.000345 9
2455738.068340 0.995003 0.000345 9
2455738.088775 0.996290 0.000345 9
2455738.109209 0.995896 0.000345 9
2455738.129643 0.994942 0.000345 9
2455738.150077 0.996324 0.000345 9
2455738.170512 0.996196 0.000345 9
2455738.190946 0.996157 0.000345 9
2455738.211380 0.995150 0.000345 9
2455738.231815 0.995130 0.000345 9
2455738.252249 0.995594 0.000345 9
2455738.272683 0.995181 0.000345 9
2455738.293118 0.995546 0.000345 9
2455738.313552 0.995255 0.000345 9
2455738.333986 0.995367 0.000345 9
2455738.354420 0.995736 0.000345 9
2455738.374855 0.995673 0.000345 9
2455738.395289 0.995908 0.000345 9
2455738.415723 0.995215 0.000345 9
2455738.436158 0.995958 0.000345 9
2455738.456592 0.995618 0.000345 9
2455738.477026 0.995563 0.000345 9
2455738.497460 0.994680 0.000345 9
2455738.517895 0.995810 0.000345 9
2455738.538329 0.994782 0.000345 9
2455738.558763 0.995340 0.000345 9
2455738.579198 0.994788 0.000345 9
2455738.599632 0.994699 0.000345 9
2455738.620066 0.994471 0.000345 9
2455738.640501 0.994978 0.000345 9
2455738.660935 0.994979 0.000345 9
2455738.681369 0.995590 0.000345 9
2455738.701804 0.995171 0.000345 9
2455738.722238 0.994664 0.000345 9
2455738.742672 0.995452 0.000345 9
2455738.763106 0.994295 0.000345 9
2455738.783541 0.994132 0.000345 9
2455738.803975 0.995037 0.000345 9
2455738.824409 0.994949 0.000345 9
2455738.844843 0.994720 0.000345 9
2455738.865278 0.994915 0.000345 9
2455738.885712 0.994200 0.000345 9
2455738.906146 0.995187 0.000345 9
2455738.926581 0.994794 0.000345 9
2455739.846069 0.997246 0.000317 10
2455739.866504 0.997346 0.000317 10
2455739.886938 0.997038 0.000317 10
2455739.907373 0.997132 0.000317 10
2455739.927807 0.997467 0.000317 10
2455739.948241 0.997549 0.000317 10
2455739.968675 0.998276 0.000317 10
2455739.989110 0.997140 0.000317 10
2455740.009544 0.997042 0.000317 10
2455740.029978 0.997248 0.000317 10
2455740.050412 0.997650 0.000317 10
2455740.070847 0.996787 0.000317 10
2455740.091281 0.997226 0.000317 10
2455740.111715 0.997194 0.000317 10
2455740.132149 0.997006 0.000317 10
2455740.152584 0.996956 0.000317 10
2455740.173018 0.997611 0.000317 10
2455740.193452 0.997501 0.000317 10
2455740.213887 0.996557 0.000317 10
2455740.234321 0.997356 0.000317 10
2455740.254755 0.996902 0.000317 10
2455740.275190 0.997196 0.000317 10
2455740.295624 0.996789 0.000317 10
2455740.316058 0.997676 0.000317 10
2455740.336492 0.996794 0.000317 10
2455740.356927 0.997391 0.000317 10
2455740.377361 0.997216 0.000317 10
2455740.397795 0.998075 0.000317 10
2455740.418230 0.996910 0.000317 10
2455740.438664 0.996504 0.000317 10
2455740.459098 0.997567 0.000317 10
2455740.479532 0.996989 0.000317 10
2455740.499967 0.997611 0.000317 10
2455740.520401 0.997369 0.000317 10
2455740.540835 0.997000 0.000317 10
2455740.561269 0.998051 0.000317 10
2455740.581704 0.997428 0.000317 10
2455740.602138 0.997072 0.000317 10
2455740.622572 0.996751 0.000317 10
2455740.643007 0.997089 0.000317 10
2455740.663441 0.997227 0.000317 10
2455740.683875 0.996988 0.000317 10
2455740.704309 0.997126 0.000317 10
2455740.724744 0.996556 0.000317 10
2455740.745178 0.997047 0.000317 10
2455740.765612 0.996796 0.000317 10
2455740.786046 0.997271 0.000317 10
2455740.806481 0.997742 0.000317 10
2455740.826915 0.997130 0.000317 10
2455740.847349 0.996885 0.000317 10
2455740.867784 0.996694 0.000317 10
2455740.888218 0.997116 0.000317 10
2455740.908652 0.997391 0.000317 10
2455740.929086 0.996897 0.000317 10
2455740.949521 0.997644 0.000317 10
2455740.969955 0.997515 0.000317 10
2455740.990389 0.997155 0.000317 10
2455741.010823 0.997123 0.000317 10
2455741.031258 0.997346 0.000317 10
2455741.051692 0.996891 0.000317 10
2455741.072126 0.996547 0.000317 10
2455741.092561 0.996704 0.000317 10
2455741.112995 0.997022 0.000317 10
2455741.133429 0.996921 0.000317 10
2455741.153863 0.997235 0.000317 10
2455741.174298 0.997119 0.000317 10
2455741.194732 0.996998 0.000317 10
2455741.215166 0.997707 0.000317 10
2455741.256035 0.997279 0.000317 10
2455741.276469 0.997362 0.000317 10
2455741.296903 0.997282 0.000317 10
2455741.317337 0.997039 0.000317 10
2455741.337772 0.997549 0.000317 10
2455741.358206 0.997144 0.000317 10
2455741.378640 0.997223 0.000317 10
2455741.399075 0.997352 0.000317 10
2455741.419509 0.997234 0.000317 10
2455741.439943 0.997746 0.000317 10
2455741.460377 0.997875 0.000317 10
2455741.480812 0.997098 0.000317 10
2455741.501246 0.998162 0.000317 10
2455741.521680 0.997651 0.000317 10
2455741.542114 0.997673 0.000317 10
2455741.562549 0.997424 0.000317 10
2455741.582983 0.997641 0.000317 10
2455741.603417 0.996990 0.000317 10
2455741.623852 0.997065 0.000317 10
2455741.644286 0.996614 0.000317 10
2455741.664720 0.997224 0.000317 10
2455741.685154 0.997579 0.000317 10
2455741.705589 0.998071 0.000317 10
2455741.726023 0.997442 0.000317 10
2455741.746457 0.997476 0.000317 10
2455741.766891 0.997783 0.000317 10
2455741.787326 0.997697 0.000317 10
2455741.807760 0.997836 0.000317 10
2455741.828194 0.996948 0.000317 10
2455741.848628 0.997408 0.000317 10
2455741.869063 0.997283 0.000317 10
2455741.889497 0.997517 0.000317 10
2455741.909931 0.997446 0.000317 10
2455741.930365 0.997774 0.000317 10
2455741.971234 0.997614 0.000317 10
2455741.991668 0.997897 0.000317 10
2455742.012103 0.997306 0.000317 10
2455742.032537 0.997737 0.000317 10
2455742.052971 0.997687 0.000317 10
2455742.073405 0.996991 0.000317 10
2455742.093840 0.997455 0.000317 10
2455742.114274 0.998143 0.000317 10
2455742.134708 0.998204 0.000317 10
2455742.155142 0.997468 0.000317 10
2455742.175577 0.997683 0.000317 10
2455742.196011 0.997733 0.000317 10
2455742.216445 0.998353 0.000317 10
2455742.236879 0.998125 0.000317 10
2455742.257314 0.997543 0.000317 10
2455742.277748 0.998138 0.000317 10
2455742.298182 0.997471 0.000317 10
2455742.318616 0.997585 0.000317 10
2455742.339051 0.998241 0.000317 10
2455742.359485 0.997879 0.000317 10
2455742.379919 0.997447 0.000317 10
2455742.400354 0.998432 0.000317 10
2455742.420788 0.997744 0.000317 10
2455742.441222 0.998376 0.000317 10
2455742.461656 0.998171 0.000317 10
2455742.482091 0.998295 0.000317 10
2455742.502525 0.997995 0.000317 10
2455742.522959 0.998434 0.000317 10
2455742.543393 0.998185 0.000317 10
2455742.563828 0.998288 0.000317 10
2455742.584262 0.998812 0.000317 10
2455742.604696 0.998624 0.000317 10
2455742.625130 0.998509 0.000317 10
2455742.645565 0.998272 0.000317 10
2455742.665999 0.998507 0.000317 10
2455742.686433 0.999009 0.000317 10
2455742.706867 0.998356 0.000317 10
2455742.727302 0.999039 0.000317 10
2455742.747736 0.998727 0.000317 10
2455742.768170 0.998380 0.000317 10
2455742.788604 0.998234 0.000317 10
2455742.809039 0.998617 0.000317 10
2455742.829473 0.998774 0.000317 10
2455742.849907 0.999265 0.000317 10
2455742.870341 0.998136 0.000317 10
2455742.890776 0.998768 0.000317 10
2455742.911210 0.999606 0.000317 10
2455742.931644 0.998792 0.000317 10
2455742.952078 0.999118 0.000317 10
2455742.992947 0.998762 0.000317 10
2455743.013381 0.998732 0.000317 10
2455743.033815 0.998695 0.000317 10
2455743.054250 0.999103 0.000317 10
2455743.074684 0.998558 0.000317 10
2455743.095118 0.998998 0.000317 10
2455743.115552 0.998680 0.000317 10
2455743.135987 0.998433 0.000317 10
2455743.156421 0.998921 0.000317 10
2455743.176855 0.999389 0.000317 10
2455743.197289 0.999668 0.000317 10
2455743.217724 0.998868 0.000317 10
2455743.238158 0.999415 0.000317 10
2455743.258592 0.998899 0.000317 10
2455743.279026 0.999497 0.000317 10
2455743.299461 0.999761 0.000317 10
2455743.319895 0.999787 0.000317 10
2455743.340329 0.999719 0.000317 10
2455743.360763 0.999307 0.000317 10
2455743.381198 0.999632 0.000317 10
2455743.401632 0.999904 0.000317 10
2455743.422066 1.000192 0.000317 10
2455743.442500 0.999481 0.000317 10
2455743.462935 0.999625 0.000317 10
2455743.483369 0.999148 0.000317 10
2455743.503803 0.999755 0.000317 10
2455743.524237 0.999782 0.000317 10
2455743.544672 1.000134 0.000317 10
2455743.565106 1.000132 0.000317 10
2455743.585540 1.001081 0.000317 10
2455743.605974 0.999940 0.000317 10
2455743.626409 0.999440 0.000317 10
2455743.646843 0.999837 0.000317 10
2455743.667277 1.000078 0.000317 10
2455743.687711 1.000227 0.000317 10
2455743.708146 1.000232 0.000317 10
2455743.728580 1.000721 0.000317 10
2455743.749014 0.999923 0.000317 10
2455743.769448 1.000330 0.000317 10
2455743.789882 1.000405 0.000317 10
2455743.810317 1.000717 0.000317 10
2455743.830751 1.000361 0.000317 10
2455743.851185 1.000812 0.000317 10
2455743.871620 1.000469 0.000317 10
2455743.892054 1.000713 0.000317 10
2455743.912488 0.999791 0.000317 10
2455743.932922 1.000313 0.000317 10
2455743.953356 1.000119 0.000317 10
2455743.973791 0.999914 0.000317 10
2455743.994225 1.000965 0.000317 10
2455744.014659 1.000306 0.000317 10
2455744.035094 1.000964 0.000317 10
2455744.055528 1.000669 0.000317 10
2455744.075962 1.001099 0.000317 10
2455744.096396 1.000697 0.000317 10
2455744.116830 1.001030 0.000317 10
2455744.137265 1.001043 0.000317 10
2455744.157699 1.000861 0.000317 10
2455744.178133 1.000843 0.000317 10
2455744.198568 1.001317 0.000317 10
2455744.219002 1.001319 0.000317 10
2455744.239436 1.001514 0.000317 10
2455744.259870 1.001408 0.000317 10
2455744.280304 1.001666 0.000317 10
2455744.300739 1.001052 0.000317 10
2455744.321173 1.002059 0.000317 10
2455744.341607 1.001662 0.000317 10
2455744.362041 1.002062 0.000317 10
2455744.382476 1.001933 0.000317 10
2455744.402910 1.001660 0.000317 10
2455744.423344 1.001087 0.000317 10
2455744.443778 1.001796 0.000317 10
2455744.464212 1.001612 0.000317 10
2455744.484647 1.001891 0.000317 10
2455744.505081 1.001443 0.000317 10
2455744.525515 1.000819 0.000317 10
2455744.545949 1.001339 0.000317 10
2455744.566384 1.002194 0.000317 10
2455744.586818 1.001908 0.000317 10
2455744.607252 1.001646 0.000317 10
2455744.627686 1.001304 0.000317 10
2455744.648121 1.001243 0.000317 10
2455744.668555 1.002600 0.000317 10
2455744.688989 1.002358 0.000317 10
2455744.709423 1.001400 0.000317 10
2455744.729858 1.001982 0.000317 10
2455744.750292 1.002271 0.000317 10
2455744.770726 1.002873 0.000317 10
2455744.791160 1.001720 0.000317 10
2455744.811595 1.002571 0.000317 10
